Anno,Titolo,Artista,Anno_ultimo_rilascio,Durata(min),Popolarità,URL immagine album,Decade,Anni_dalla_pubblicazione
1980,Ti desidero,Armonium,1999,4.486,13,https://i.scdn.co/image/ab67616d0000b2739acc4f3a9e0abc8bff801d73,1980,19
1980,Tu sei la mia musica,Coscarella e Polimeno,2017,2.949,21,https://i.scdn.co/image/ab67616d0000b2730361098d483ba5d1de872ee8,1980,37
1981,Per Elisa,Alice,1981,3.678,42,https://i.scdn.co/image/ab67616d0000b273f892e565ddc3bc8f77b63183,1980,0
1981,Maledetta primavera,Loretta Goggi,2000,4.219,51,https://i.scdn.co/image/ab67616d0000b273b8414ffa4843f39e0f30755b,1980,19
1981,Tu cosa fai stasera?,Dario Baldan Bembo,2024,3.563,22,https://i.scdn.co/image/ab67616d0000b27302a139bf4b40a65488b09579,1980,43
1981,Roma spogliata,Luca Barbarossa,2011,3.759,31,https://i.scdn.co/image/ab67616d0000b27397ed44d864860cc104f4abee,1980,30
1981,Sarà perché ti amo,Ricchi e Poveri,1998,3.178,65,https://i.scdn.co/image/ab67616d0000b273e46c669e434e80209396680b,1980,17
1981,Hop hop somarello,Paolo Barabani,1981,2.874,17,https://i.scdn.co/image/ab67616d0000b2738a66a83bd5bbf23b5ca387e8,1980,0
1981,Ma chi te lo fa fare,Marinella,1981,3.518,3,https://i.scdn.co/image/ab67616d0000b2738a66a83bd5bbf23b5ca387e8,1980,0
1981,Su quel pianeta libero,Michele Zarrillo,1997,4.7,23,https://i.scdn.co/image/ab67616d0000b273fb14edd7e3820814672698e0,1980,16
1981,Pensa per te,Marcella,1993,3.488,9,https://i.scdn.co/image/ab67616d0000b273d1f6e5f5148027d1fec179c4,1980,12
1981,Midnight,Passengers,1997,3.526,7,https://i.scdn.co/image/ab67616d0000b273c32ef7f2702b67c9e06990a4,1980,16
1981,Ancora,Eduardo De Crescenzo,1981,3.383,47,https://i.scdn.co/image/ab67616d0000b27351d9c7420f5adcbf7e329402,1980,0
1981,Angela,Leano Morelli,2014,3.521,3,https://i.scdn.co/image/ab67616d0000b2737859dac6d568a47efc8a7db9,1980,33
1981,La barca non va più,Orietta Berti,2013,3.738,3,https://i.scdn.co/image/ab67616d0000b2732bd67473584355a4d899572d,1980,32
1981,Blue (Tutto è blu),Sterling Saint-Jacques,2019,3.688,1,https://i.scdn.co/image/ab67616d0000b27321330a5117cca47490d039e2,1980,38
1981,Caffè nero bollente,Fiorella Mannoia,1984,4.418,32,https://i.scdn.co/image/ab67616d0000b2739159bd0731a8e9fad097862b,1980,3
1981,Io mi,Stefano Tosi,1972,4.596,49,https://i.scdn.co/image/ab67616d0000b2734db7811d6af66a8579496e27,1980,0
1981,Non posso perderti,Bobby Solo,2006,4.292,9,https://i.scdn.co/image/ab67616d0000b27398500d7e313c46cb01082df8,1980,25
1981,Questo amore non si tocca,Gianni Bella,1985,4.261,23,https://i.scdn.co/image/ab67616d0000b2735975d8989e3b721806193ba2,1980,4
1981,I ragazzi che si amano,Collage,1997,3.444,17,https://i.scdn.co/image/ab67616d0000b2736d226ed3eb053af8fc8ea913,1980,16
1981,Amore mio,Enzo Malepasso,1999,4.341,5,https://i.scdn.co/image/ab67616d0000b273acfd18aff78e22957763b5ab,1980,18
1981,Bianca stella,Sebastiano Occhino,2024,3.725,1,https://i.scdn.co/image/ab67616d0000b2730b1b3eb338663b4619ee038c,1980,43
1981,Che brutto affare,Jò Chiarello,2016,3.334,27,https://i.scdn.co/image/ab67616d0000b273f5933b4d76b803458c2a9155,1980,35
1981,Guerriero,Gli Opera,2015,4.083,52,https://i.scdn.co/image/ab67616d0000b273f6c037106acfe8a5447192ba,1980,34
1981,Mille volte ti amo,Umberto Napolitano,1998,3.359,2,https://i.scdn.co/image/ab67616d0000b2735201decfc6836e9545175251,1980,17
1981,Toccami,Tom Hooker,2011,4.363,21,https://i.scdn.co/image/ab67616d0000b2734627d4ffe810ca6fe3688100,1980,30
1981,Un'isola alle Hawaii,Franco Fasano,2012,4.861,2,https://i.scdn.co/image/ab67616d0000b273eefd6eb96004653466b09342,1980,31
1982,Storie di tutti i giorni,Riccardo Fogli,2011,3.916,40,https://i.scdn.co/image/ab67616d0000b2731736c3237726494e58dcb1ec,1980,29
1982,Felicità,Al Bano e Romina Power,1982,3.219,64,https://i.scdn.co/image/ab67616d0000b273228264ef165a3de1041d0c22,1980,0
1982,Soli,Drupi,2019,4.09,21,https://i.scdn.co/image/ab67616d0000b27378d2656c075612032bdd7b89,1980,37
1982,Solo grazie,Giuseppe Cionfoli,2008,4.09,31,https://i.scdn.co/image/ab67616d0000b273695378165bb7ded03becb89b,1980,26
1982,Un'altra vita un altro amore,Christian,2008,3.74,7,https://i.scdn.co/image/ab67616d0000b273a7caf08667e75bd34f21d916,1980,26
1982,Beguine,Jimmy Fontana,2012,4.448,9,https://i.scdn.co/image/ab67616d0000b2738a48e0ff4e7f84efa8dc1f5e,1980,30
1982,Blue Hotel,Lene Lovich,1982,3.747,11,https://i.scdn.co/image/ab67616d0000b27306938ed901167cb91b6b47f6,1980,0
1982,E non finisce mica il cielo,Mia Martini,2005,4.059,39,https://i.scdn.co/image/ab67616d0000b2731cb60b981cce39415f2e1a5a,1980,23
1982,Io no,Anna Oxa,1989,3.919,14,https://i.scdn.co/image/ab67616d0000b273f786b4c88c03ac9d7ebab78d,1980,7
1982,Lisa,Stefano Sani,1997,4.014,17,https://i.scdn.co/image/ab67616d0000b2739a55da84992f69c307ee93f8,1980,15
1982,Marinai,Le Orme,1993,3.856,23,https://i.scdn.co/image/ab67616d0000b2733a1df5c3ba4c4a081298abe5,1980,11
1982,Non voglio ali,Riccardo Del Turco,2021,3.207,0,https://i.scdn.co/image/ab67616d0000b2739c510baa41fb538714332e59,1980,39
1982,Ping pong,Plastic Bertrand,2008,2.778,10,https://i.scdn.co/image/ab67616d0000b273cd3973a246d3944dffb281a3,1980,26
1982,Romantici,Viola Valentino,2005,3.924,28,https://i.scdn.co/image/ab67616d0000b27367be35c0755253560e6ab6e4,1980,23
1982,Sei la mia donna,Mal,2017,3.187,2,https://i.scdn.co/image/ab67616d0000b2734702d3e7c2bf6fba90618833,1980,35
1982,Sette fili di canapa,Mario Castelnuovo,2003,5.465,9,https://i.scdn.co/image/ab67616d0000b2730d1cb9cd79cb3a04d0e85d9b,1980,21
1982,Strano momento,Roberto Soffici,1996,4.912,1,https://i.scdn.co/image/ab67616d0000b27350f00df00dc3e8387316bbb1,1980,14
1982,Tu stai,Bobby Solo,2003,3.682,10,https://i.scdn.co/image/ab67616d0000b273f3bfabf2662d11fe4a8a2675,1980,21
1982,Una notte che vola via,Zucchero Fornaciari,1983,4.106,28,https://i.scdn.co/image/ab67616d0000b2739a6cbef8d6c3ac740bc5ae69,1980,1
1982,Vado al massimo,Vasco Rossi,1982,4.064,43,https://i.scdn.co/image/ab67616d0000b27397be768fcaa3262d0c96fd09,1980,0
1982,America in,Orietta Berti,2013,3.633,1,https://i.scdn.co/image/ab67616d0000b2732bd67473584355a4d899572d,1980,31
1982,Biancaneve,Rino Martinez,2009,3.77,25,https://i.scdn.co/image/ab67616d0000b2737f9ad6bb931b98de2f9d32d7,1980,27
1982,Cuore bandito,Julie,2013,4.331,16,https://i.scdn.co/image/ab67616d0000b2739754806f0ce9d1ef33dd1a13,1980,31
1982,Facciamo la pace,Claudio Villa,2001,3.494,0,https://i.scdn.co/image/ab67616d0000b27361bcaa48bb4acaa538c5b46e,1980,19
1982,Non arrenderti mai,Piero Cassano,2016,3.182,7,https://i.scdn.co/image/ab67616d0000b273690f44097f583c2d58cdea45,1980,34
1982,Una rosa blu,Michele Zarrillo,1997,5.414,43,https://i.scdn.co/image/ab67616d0000b273fb14edd7e3820814672698e0,1980,15
1982,Una sporca poesia,Fiordaliso,2023,3.278,28,https://i.scdn.co/image/ab67616d0000b273d3389228f2d7b16f57098642,1980,41
1983,Sarà quel che sarà,Tiziana Rivale,1997,4.018,24,https://i.scdn.co/image/ab67616d0000b27383533d8bcfba9ec7d3573e0c,1980,14
1983,Volevo dirti,Donatella Milani,2013,3.068,26,https://i.scdn.co/image/ab67616d0000b273f1ffb3afb98ab4b33bf4fd11,1980,30
1983,Margherita non lo sa,Dori Ghezzi,1983,3.64,22,https://i.scdn.co/image/ab67616d0000b273d1eed371f0d2805e9b4a5c52,1980,0
1983,Vacanze romane,Matia Bazar,1983,4.216,41,https://i.scdn.co/image/ab67616d0000b273bbc3786cff2fc6ee416e433b,1980,0
1983,L'italiano,Toto Cutugno,1983,3.942,64,https://i.scdn.co/image/ab67616d0000b273d919d138f6e83aba728bd697,1980,0
1983,Oramai,Fiordaliso,2012,3.276,11,https://i.scdn.co/image/ab67616d0000b27330ee66cbcc159cc4494eabd3,1980,29
1983,Complimenti,Stefano Sani,1997,4.239,12,https://i.scdn.co/image/ab67616d0000b2739a55da84992f69c307ee93f8,1980,14
1983,La mia nemica amatissima,Gianni Morandi,1994,3.817,9,https://i.scdn.co/image/ab67616d0000b273c390fe4d8061e259ed50d3ff,1980,11
1983,Working Late Tonight,Amii Stewart,2023,3.67,0,https://i.scdn.co/image/ab67616d0000b2734a57f02ab5f0d0b2dcbf2f03,1980,40
1983,È la vita,Marco Armani,1999,4.132,34,https://i.scdn.co/image/ab67616d0000b27392ce11849c05ce3d1dbbef82,1980,16
1983,Shalom,Giuseppe Cionfoli,2008,3.788,12,https://i.scdn.co/image/ab67616d0000b2733f6a540cf95e8bd16c1437e6,1980,25
1983,Avrò,Giorgia Fiorio,2016,3.654,31,https://i.scdn.co/image/ab67616d0000b2739261795297427022fffd8e36,1980,33
1983,Casco blu,Flavia Fortunato,2008,3.919,10,https://i.scdn.co/image/ab67616d0000b27370bab8c74df8473cfefaa7bb,1980,25
1983,Eterna malattia,Bertín Osborne,1984,2.896,24,https://i.scdn.co/image/ab67616d0000b273d80d411a26a02278a42938b3,1980,1
1983,Primavera,Sandro Giacobbe,1998,4.073,5,https://i.scdn.co/image/ab67616d0000b2731304c74bfea4a32e19ce523e,1980,15
1983,Abbracciami amore mio,Christian,2008,3.101,4,https://i.scdn.co/image/ab67616d0000b273a7caf08667e75bd34f21d916,1980,25
1983,Una catastrofe bionda,Marco Ferradini,1982,5.102,5,https://i.scdn.co/image/ab67616d0000b2732bf105875b61497d754bad9f,1980,0
1983,Stiamo insieme,Richard Sanderson,2006,4.666,39,https://i.scdn.co/image/ab67616d0000b273ec94d650e8a777a78efa798f,1980,23
1983,Nuvola,Zucchero,1983,3.053,22,https://i.scdn.co/image/ab67616d0000b2739a6cbef8d6c3ac740bc5ae69,1980,0
1983,Mi sono innamorato di mia moglie,Gianni Nazzaro,1996,3.795,23,https://i.scdn.co/image/ab67616d0000b2735411dc4d759813bbd7000c9e,1980,13
1983,Notte e giorno,Barbara Boncompagni,2020,1.815,16,https://i.scdn.co/image/ab67616d0000b273297053ff69a21a455da1ceec,1980,37
1983,Movie Star,Passengers,2001,3.64,0,https://i.scdn.co/image/ab67616d0000b273d45a621a166694b6575487c0,1980,18
1983,Arriva arriva,Viola Valentino,2005,4.597,7,https://i.scdn.co/image/ab67616d0000b27367be35c0755253560e6ab6e4,1980,22
1983,Vita spericolata,Vasco Rossi,1983,4.724,54,https://i.scdn.co/image/ab67616d0000b2735f859d5afb35312b549c59ab,1980,0
1983,Cieli azzurri,Pupo,2019,3.674,3,https://i.scdn.co/image/ab67616d0000b2736aa7c4c57f8942e253d03258,1980,36
1983,Dammi tanto amore,Daniela Goggi,2022,4.111,1,https://i.scdn.co/image/ab67616d0000b2734c0dcad69bd7c15756659b26,1980,39
1983,Donna sola,Pinot,1972,3.536,17,https://i.scdn.co/image/ab67616d0000b2734917be979938642608f53e6e,1980,0
1983,E la neve scende,Brunella Borciani,2023,3.367,0,https://i.scdn.co/image/ab67616d0000b27369071733a2f0dbd139faf324,1980,40
1983,Fammi volare,Patrizia Danzi,2022,3.658,25,https://i.scdn.co/image/ab67616d0000b27368d950d0c5c9f79611c8cae8,1980,39
1983,Il mio treno,Gloriana,2024,3.359,0,https://i.scdn.co/image/ab67616d0000b273db14db6f212d1ddb865e9021,1980,41
1983,Nuovo amore,Nino Buonocore,2023,3.767,26,https://i.scdn.co/image/ab67616d0000b2738d6ef2ae1e7ea3744aecb9bf,1980,40
1983,Oppio,Sibilla,1999,4.571,11,https://i.scdn.co/image/ab67616d0000b273588dbf4293201be8a75ec5c4,1980,16
1983,Scatole cinesi,Alessio Colombini,2024,3.601,5,https://i.scdn.co/image/ab67616d0000b27333f5ed4d942e92e82c0051b3,1980,41
1983,Solo con te,Manuele Pepe,2025,5.759,3,https://i.scdn.co/image/ab67616d0000b273748835937fdfff07c8dd6712,1980,42
1983,1950,Amedeo Minghi,2016,4.676,15,https://i.scdn.co/image/ab67616d0000b273a257bc89d06b491e6470a962,1980,33
1984,Ci sarà,Al Bano e Romina Power,2008,3.597,41,https://i.scdn.co/image/ab67616d0000b273fc547fa60400679596a16640,1980,24
1984,Serenata,Toto Cutugno,1990,3.834,52,https://i.scdn.co/image/ab67616d0000b2732c148f39cdec30e5fdcef3df,1980,6
1984,Cara,Christian,2008,3.656,9,https://i.scdn.co/image/ab67616d0000b273a7caf08667e75bd34f21d916,1980,24
1984,Un amore grande,Pupo,1991,4.781,13,https://i.scdn.co/image/ab67616d0000b273db2b55e779dc09a7c0d8dafe,1980,7
1984,Non voglio mica la luna,Fiordaliso,1983,4.113,49,https://i.scdn.co/image/ab67616d0000b273602b92954fa68ec654fc7e74,1980,0
1984,Nina,Mario Castelnuovo,2001,3.871,16,https://i.scdn.co/image/ab67616d0000b27322e2a6e98f8ee53ca088a22b,1980,17
1984,Non scendo,Anna Oxa,2013,3.94,13,https://i.scdn.co/image/ab67616d0000b273fb4d3558e585c4b75ce5fd39,1980,29
1984,Regalami un sorriso,Drupi,2019,3.522,30,https://i.scdn.co/image/ab67616d0000b27378d2656c075612032bdd7b89,1980,35
1984,Chi (Mi darà),Iva Zanicchi,2005,3.631,2,https://i.scdn.co/image/ab67616d0000b2736cf90b73d47d0b6fd072e92c,1980,21
1984,Per una bambola,Patty Pravo,1984,3.361,14,https://i.scdn.co/image/ab67616d0000b2737dcbf40ef7ab283fbb69698c,1980,0
1984,Anni ruggenti,Gruppo Italiano,2002,3.275,14,https://i.scdn.co/image/ab67616d0000b2738f96395a52b11f0b11b2004a,1980,18
1984,Ancora ti vorrei,Bobby Solo,1996,4.233,0,https://i.scdn.co/image/ab67616d0000b273c7a0f0fb2f37c3881f387b5c,1980,12
1984,Libera,Donatella Milani,2022,4.006,35,https://i.scdn.co/image/ab67616d0000b2735558244723616933a29ebcbd,1980,38
1984,Come si cambia,Fiorella Mannoia,2013,3.841,31,https://i.scdn.co/image/ab67616d0000b27389b71fa7d0ae55ef9990cba7,1980,29
1984,Amore amore,Marisa Sannia,2016,3.162,3,https://i.scdn.co/image/ab67616d0000b2730d06d4757b48d26a689e07ab,1980,32
1984,La bottega del caffè,Alberto Camerini,1998,3.672,10,https://i.scdn.co/image/ab67616d0000b2733f198e769434261568a5e2c5,1980,14
1984,Serena alienazione,Riccardo Del Turco,2014,4.211,0,https://i.scdn.co/image/ab67616d0000b2736f14c0dbdc33be2cfc816e07,1980,30
1984,Radioclima,Garbo,2004,3.789,13,https://i.scdn.co/image/ab67616d0000b273f75088571c8d82bcfbd14a57,1980,20
1984,Nuovo swing,Enrico Ruggeri,1987,4.245,22,https://i.scdn.co/image/ab67616d0000b273cf136c73c19669a3268bd291,1980,3
1984,Allo stadio,Stadio,1984,3.653,34,https://i.scdn.co/image/ab67616d0000b2732fcfb0aad37ad5cb4d5c6a74,1980,0
1985,Se m'innamoro,Ricchi e Poveri,2010,3.412,45,https://i.scdn.co/image/ab67616d0000b273765960e0faa88b4e5d009c87,1980,25
1985,"Noi, ragazzi di oggi",Luis Miguel,1985,3.698,39,https://i.scdn.co/image/ab67616d0000b2735f3a025028b593d016f3bbb1,1980,0
1985,Chiamalo amore,Gigliola Cinquetti,1996,5.037,12,https://i.scdn.co/image/ab67616d0000b273675162d6616196c220fbc78a,1980,11
1985,Sulla buona strada,Riccardo Fogli,2006,3.951,23,https://i.scdn.co/image/ab67616d0000b2735379047161120628067c12d9,1980,21
1985,Notte serena,Christian,2010,3.745,2,https://i.scdn.co/image/ab67616d0000b2737fc59e49289db9e4d9c40f13,1980,25
1985,Una storia importante,Eros Ramazzotti,2021,4.198,44,https://i.scdn.co/image/ab67616d0000b273b0e5dd0a84c2c899493a67a5,1980,36
1985,A lei,Anna Oxa,1985,3.93,22,https://i.scdn.co/image/ab67616d0000b273ff75157ea50e3f0347b0dc48,1980,0
1985,Il mio angelo,Fiordaliso,1985,3.594,13,https://i.scdn.co/image/ab67616d0000b2735968599c42ec834c1e07eb4e,1980,0
1985,E mo' e mo',Peppino Di Capri,2023,3.2,32,https://i.scdn.co/image/ab67616d0000b2730e09c11d1984c96484454a9a,1980,38
1985,Souvenir,Matia Bazar,1985,4.597,17,https://i.scdn.co/image/ab67616d0000b2735151b4752642e355c13ed72a,1980,0
1985,Tu dimmi un cuore ce l'hai,Marco Armani,1985,4.047,29,https://i.scdn.co/image/ab67616d0000b273482622023a378e3ac95aea3d,1980,0
1985,Fammi volare,Drupi,2016,3.996,7,https://i.scdn.co/image/ab67616d0000b273b140430672e513534d22cac0,1980,31
1985,Ritratto,Franco Simone,1997,3.072,3,https://i.scdn.co/image/ab67616d0000b2737b66e41e21a9a2ccdb24dbeb,1980,12
1985,Via con me,Eduardo De Crescenzo,1985,3.567,34,https://i.scdn.co/image/ab67616d0000b2731608b3c7a808aaef6d5748bf,1980,0
1985,Grande Joe,Banco del Mutuo Soccorso,2004,4.57,3,https://i.scdn.co/image/ab67616d0000b273cc9ad17c4782c9fd4b30d7d6,1980,19
1985,Da quando non ci sei,Dario Baldan Bembo,2016,3.73,5,https://i.scdn.co/image/ab67616d0000b2733c38324e9b5c2cac3d234b6f,1980,31
1985,Franca ti amo,Ivan Graziani,2010,3.468,8,https://i.scdn.co/image/ab67616d0000b273cfa250cdf0e0befe760e5d6b,1980,25
1985,Vorrei svegliarti,Eugenio Finardi,1985,3.553,3,https://i.scdn.co/image/ab67616d0000b273a626126b51f7890719112731,1980,0
1985,Buona fortuna,Mimmo Locasciulli,2002,5.257,6,https://i.scdn.co/image/ab67616d0000b273ab4d6ac78696f457edf4d691,1980,17
1985,Faccia di cane,New Trolls,2012,4.128,10,https://i.scdn.co/image/ab67616d0000b27307ed3221a715fe3705ed8c26,1980,27
1985,Donne,Zucchero Fornaciari & Randy Jackson Band,1985,3.595,49,https://i.scdn.co/image/ab67616d0000b27320106d2080d9d9ae0e1570e8,1980,0
1985,Cose veloci,Garbo,2004,4.124,9,https://i.scdn.co/image/ab67616d0000b273f75088571c8d82bcfbd14a57,1980,19
1986,Adesso tu,Eros Ramazzotti,2014,3.988,45,https://i.scdn.co/image/ab67616d0000b273dbb3075bb098af7974b845dd,1980,28
1986,Il clarinetto,Renzo Arbore,1986,3.795,24,https://i.scdn.co/image/ab67616d0000b273777af18a97bfa6d3121ff1a4,1980,0
1986,Senza un briciolo di testa,Marcella,1993,4.128,24,https://i.scdn.co/image/ab67616d0000b273d1f6e5f5148027d1fec179c4,1980,7
1986,Azzurra malinconia,Toto Cutugno,1986,4.45,20,https://i.scdn.co/image/ab67616d0000b273bdd20f1182b0d5d53be2d90b,1980,0
1986,È tutto un attimo,Anna Oxa,1986,4.052,40,https://i.scdn.co/image/ab67616d0000b2731feef0f648950636322e8b72,1980,0
1986,Futuro,Orietta Berti,2010,4.256,19,https://i.scdn.co/image/ab67616d0000b27330a6e8b55eb88219d7a8b463,1980,24
1986,Vai,Nino D'Angelo,1998,3.891,28,https://i.scdn.co/image/ab67616d0000b2737d5966a6c8722cf63f716e80,1980,12
1986,Cantare,Fred Bongusto,2010,3.087,15,https://i.scdn.co/image/ab67616d0000b27313bb0fa724709e3cffb0ec87,1980,24
1986,Re,Loredana Bertè,2012,4.861,19,https://i.scdn.co/image/ab67616d0000b273f9eb309be2a8ff42d9c654df,1980,26
1986,Fatti miei,Fiordaliso,2012,3.988,10,https://i.scdn.co/image/ab67616d0000b27330ee66cbcc159cc4494eabd3,1980,26
1986,Uno sull'altro,Marco Armani,1994,4.115,14,https://i.scdn.co/image/ab67616d0000b2730e1858ac1e2d2de4e3fb455f,1980,8
1986,Canzone italiana,Sergio Endrigo,1986,4.728,0,https://i.scdn.co/image/ab67616d0000b27367c03dd353ea43944ac11d87,1980,0
1986,Amore Stella,Rettore,2001,4.068,26,https://i.scdn.co/image/ab67616d0000b273a41947a27c506cd93c8c5f63,1980,15
1986,Lei verrà,Mango,1986,4.087,42,https://i.scdn.co/image/ab67616d0000b273a9ee442a6c091bc1d558546d,1980,0
1986,"No East, No West",Scialpi,2000,4.193,8,https://i.scdn.co/image/ab67616d0000b2739ec3a64cd50f380cf0bd508f,1980,14
1986,Rien ne va plus,Enrico Ruggeri,1986,4.127,12,https://i.scdn.co/image/ab67616d0000b27346a3efaae129241875fafc94,1980,0
1986,Via Margutta,Luca Barbarossa,2011,4.28,37,https://i.scdn.co/image/ab67616d0000b27397ed44d864860cc104f4abee,1980,25
1986,Verso il 2000,Flavia Fortunato,1986,4.569,14,https://i.scdn.co/image/ab67616d0000b27367edb67514ba6d084d610a8d,1980,0
1986,Brividi,Rossana Casale,1987,3.524,18,https://i.scdn.co/image/ab67616d0000b273e9007dd0f38cb0fc35f416f4,1980,1
1986,Canzone triste,Zucchero Fornaciari,1986,3.984,29,https://i.scdn.co/image/ab67616d0000b27341fab5d7959c5d8e5a0ddd88,1980,0
1986,Canzoni alla radio,Stadio,1986,4.47,21,https://i.scdn.co/image/ab67616d0000b2731523a99f5802029f0f67f052,1980,0
1987,Si può dare di più,"Gianni Morandi, Enrico Ruggeri e Umberto Tozzi",1987,4.466,44,https://i.scdn.co/image/ab67616d0000b273cf3599721d4cbbdb59d47db5,1980,0
1987,Figli,Toto Cutugno,1987,4.18,26,https://i.scdn.co/image/ab67616d0000b273f081d5d3a0804a42d7fb85a9,1980,0
1987,Nostalgia canaglia,Al Bano e Romina Power,2008,3.549,20,https://i.scdn.co/image/ab67616d0000b273fc547fa60400679596a16640,1980,21
1987,Io amo,Fausto Leali,2013,4.167,35,https://i.scdn.co/image/ab67616d0000b2738117c6e3b888b5ae7e5c4893,1980,26
1987,Il sognatore,Peppino Di Capri,2013,4.014,32,https://i.scdn.co/image/ab67616d0000b2735473fe17a7ecbcdee3ff3a54,1980,26
1987,Tanti auguri,Marcella,1993,4.13,32,https://i.scdn.co/image/ab67616d0000b273a71bd29072975a9e109352cb,1980,6
1987,Canzone d'amore,Ricchi e Poveri,2013,4.038,17,https://i.scdn.co/image/ab67616d0000b2739041b63746aaf8c99c270acd,1980,26
1987,Quello che le donne non dicono,Fiorella Mannoia,1988,4.017,48,https://i.scdn.co/image/ab67616d0000b2736c8cf52829f40218ed5d1151,1980,1
1987,Come dentro un film,Luca Barbarossa,2011,3.584,32,https://i.scdn.co/image/ab67616d0000b27397ed44d864860cc104f4abee,1980,24
1987,Aria e musica,Christian,2005,3.673,1,https://i.scdn.co/image/ab67616d0000b27368bf07e21f66dd6798602404,1980,18
1987,Vita mia,Lena Biolcati,2024,2.499,45,https://i.scdn.co/image/ab67616d0000b27301846a64b550af62a461b788,1980,37
1987,Destino,Rossana Casale,1987,4.074,8,https://i.scdn.co/image/ab67616d0000b273e9007dd0f38cb0fc35f416f4,1980,0
1987,Canto per te,Flavia Fortunato,2008,4.354,7,https://i.scdn.co/image/ab67616d0000b27370bab8c74df8473cfefaa7bb,1980,21
1987,E non si finisce mai,Dori Ghezzi,2020,4.5,0,https://i.scdn.co/image/ab67616d0000b273370c1f80610851e41ffc42ad,1980,33
1987,L'odore del mare,Eduardo De Crescenzo,1987,4.556,27,https://i.scdn.co/image/ab67616d0000b273366ab11d8865e01aeb3b04aa,1980,0
1987,Bella età,Scialpi,1997,2.799,6,https://i.scdn.co/image/ab67616d0000b2735f076dd0a45686a8a3716453,1980,10
1987,Dimmi che cos'è,Le Orme,1995,3.64,12,https://i.scdn.co/image/ab67616d0000b273e8797ad9d1a7a4620bb68611,1980,8
1987,Dal cuore in poi,Mango,1987,3.739,10,https://i.scdn.co/image/ab67616d0000b27354494ce8ebe3882133894f95,1980,0
1987,Sinuè,Tony Esposito,1997,3.913,10,https://i.scdn.co/image/ab67616d0000b27318a12921a047124bdc179375,1980,10
1987,Pigramente signora,Patty Pravo,1988,4.829,3,https://i.scdn.co/image/ab67616d0000b273ae28d7e1bc8d47e4bfa56166,1980,1
1987,Il Garibaldi innamorato,Sergio Caputo,1987,3.216,27,https://i.scdn.co/image/ab67616d0000b2738febfd6f807939852c4b9b21,1980,0
1987,Madonna di Venere,Mario Castelnuovo,2003,3.276,4,https://i.scdn.co/image/ab67616d0000b2730d1cb9cd79cb3a04d0e85d9b,1980,16
1987,Rosanna,Nino Buonocore,1994,4.051,31,https://i.scdn.co/image/ab67616d0000b27347aa70314168b2e29bfbc130,1980,7
1987,Bolero,Nada,1963,3.955,0,https://i.scdn.co/image/ab67616d0000b273722b0a3abe694e897a8a34aa,1980,0
1988,Perdere l'amore,Massimo Ranieri,1988,4.192,52,https://i.scdn.co/image/ab67616d0000b2733d1a1509d8ee3665a3b329ba,1980,0
1988,Emozioni,Toto Cutugno,1970,4.776,46,https://i.scdn.co/image/ab67616d0000b273fca1382968fbe8ec8d85fd24,1980,0
1988,L'amore rubato,Luca Barbarossa,1988,4.346,27,https://i.scdn.co/image/ab67616d0000b2738c935deab67b376dcfe4da81,1980,0
1988,Dopo la tempesta,Marcella,1988,4.17,30,https://i.scdn.co/image/ab67616d0000b273b3e38a8558127d2764e4b8ee,1980,0
1988,Mi manchi,Fausto Leali,2010,3.553,34,https://i.scdn.co/image/ab67616d0000b273f9688ae398f60e94362f1519,1980,22
1988,Italia,Mino Reitano,2009,3.715,24,https://i.scdn.co/image/ab67616d0000b273720086c35e2e82e50ac47c11,1980,21
1988,Quando nasce un amore,Anna Oxa,1988,3.988,49,https://i.scdn.co/image/ab67616d0000b27333dcae59026378c0633feddf,1980,0
1988,Per noi,Fiordaliso con Claudio Cabrini,2024,3.548,68,https://i.scdn.co/image/ab67616d0000b2731e252362775c20ee98f6d3e1,1980,36
1988,Nascerà Gesù,Ricchi e Poveri,2015,2.253,0,https://i.scdn.co/image/ab67616d0000b273687405d92fea8e5ce9093763,1980,27
1988,Le notti di maggio,Fiorella Mannoia,2014,3.873,24,https://i.scdn.co/image/ab67616d0000b2738a8ca3c9f1a4fcc959647f66,1980,26
1988,Inevitabile follia,Raf,1988,4.501,39,https://i.scdn.co/image/ab67616d0000b2735d85e0357aebcb2a63cf471e,1980,0
1988,Sarà per te,Francesco Nuti,1989,4.06,31,https://i.scdn.co/image/ab67616d0000b273c4b4e1f36b1cd6f8c2e5445a,1980,1
1988,Io (Per le strade di quartiere),Franco Califano,1988,4.072,22,https://i.scdn.co/image/ab67616d0000b2737eafaa30673dad5059f76163,1980,0
1988,Nella valle dei Timbales,Figli di Bubba,2015,3.687,0,https://i.scdn.co/image/ab67616d0000b2733852a52482df0526f11af11d,1980,27
1988,Come un giorno di sole,Michele Zarrillo,2016,3.911,0,https://i.scdn.co/image/ab67616d0000b2738d2643edbf7ca3d6f645bca5,1980,28
1988,Io,Loredana Bertè,1980,3.781,17,https://i.scdn.co/image/ab67616d0000b273a54e9e34efcafc6f6dc8c508,1980,0
1988,Nun chiagnere,Peppino di Capri,2013,4.121,1,https://i.scdn.co/image/ab67616d0000b273ab70832b113f605e1b9f6309,1980,25
